# SAMPLE DATASET - Actual dataset is generated on the fly during training
# Token IDs: 0=SOS, 1=EOS, 2=PAD, 3=(, 4=), 5=[, 6=]
sample_id,token_sequence,readable_sequence,original_length,padded_length
1187,"0,3,3,5,5,5,5,3,5,3,4,5,5,6,5,5,6,5,6,3,3,4,3,4,5,3,3,5,5,6,6,4,5,3,4,6,4,5,6,6,3,3,5,5,6,6,4,5,5,5,3,3,4,4,3,4,3,5,6,4,6,6,6,5,6,5,5,6,6,4,3,5,3,4,6,4,5,5,5,3,5,5,5,5,3,3,4,4,5,5,5,5,6,5,5,6,6,3,4,3,4,6,6,6,5,5,6,3,3,5,3,5,6,5,5,3,5,3,5,3,4,3,4,3,3,5,5,5,3,3,3,4,3,4,4,4,5,6,6,6,3,5,6,5,5,6,6,4,3,3,5,3,5,5,5,3,5,3,4,5,3,5,6,5,3,4,3,5,5,3,4,5,6,3,5,5,3,5,6,3,4,3,5,6,4,3,5,5,6,5,5,5,3,3,5,5,6,3,4,3,4,6,3,4,5,6,5,6,3,3,5,6,5,3,5,3,5,6,4,6,4,3,3,5,5,5,6,5,5,6,6,3,5,5,6,5,3,4,5,5,6,5,6,3,5,5,6,3,5,6,4,5,3,4,6,3,3,4,5,3,5,6,4,6,3,3,5,5,5,6,3,5,5,6,5,6,3,3,4,4,6,4,5,6,3,3,3,5,5,6,6,4,5,6,5,6,3,3,4,4,3,5,6,5,5,6,3,5,6,3,5,3,4,3,4,6,3,3,4,5,5,3,4,3,3,5,3,4,5,6,6,4,4,6,6,4,4,4,6,4,4,4,6,6,4,4,4,6,4,6,6,6,4,6,6,4,4,6,4,4,4,4,6,6,6,6,4,4,6,6,4,6,6,4,6,4,6,6,4,6,6,6,4,6,4,4,6,4,4,6,4,6,4,6,6,4,6,4,4,6,6,6,6,6,4,6,6,6,4,6,6,6,4,6,6,6,6,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",(([[[[([()[[][[][](()()[(([[]])[()])[]](([[]])[[[(())()([])]]][][[]])([()])[[[([[[[(())[[[[][[]]()()]]][[](([([][[([([()()(([[[((()()))[]]]([][[]])(([([[[([()[([][()([[()[]([[([]()([])([[][[[(([[]()()]()[][](([][([([])])(([[[][[]]([[][()[[][]([[]([])[()](()[([])](([[[]([[][](())])[]((([[]])[][](())([][[]([]([()()](()[[()(([()[]]))]])))])))]])))])]]])]]))]))))]]]]))]])]])])]])]]])]))]))])])]])]))]]]]])]]])]]])]]]])),420,512
1188,"0,5,5,5,3,5,3,4,6,3,5,5,5,6,5,5,3,3,4,5,6,4,6,3,5,3,5,6,5,3,3,4,4,6,4,5,6,5,6,6,5,6,3,4,5,3,4,3,3,4,5,3,3,3,3,3,4,5,3,3,3,5,6,5,5,6,5,6,3,4,6,3,3,5,5,5,5,6,3,5,6,4,3,4,6,6,5,6,5,5,3,3,5,5,5,5,6,6,3,5,6,5,3,5,6,5,3,3,5,6,4,5,6,4,6,4,6,3,3,4,4,3,4,3,4,5,3,3,4,5,3,3,4,3,5,6,3,4,5,6,3,3,5,6,5,5,3,5,5,6,3,5,5,5,6,6,6,3,3,3,3,5,6,3,4,3,3,5,3,4,6,4,4,4,4,4,4,4,6,4,6,6,4,4,4,4,6,4,6,4,6,6,4,4,6,6,6,4,4,4,4,4,6,4,4,4,4,6,4,6,4,6,6,6,4,4,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",[[[([()]([[[][[(()[])]([([][(())])[][]][]()[()(()[((((()[((([][[][]()](([[[[]([])()]][][[(([[[[]]([][([][(([])[])])](())()()[(()[(()([]()[](([][[([[]([[[]]](((([]()(([()])))))))])]]))))])])]]))]]])))))]))))])])]]]))]]],220,512
1189,"0,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",(),4,512
1190,"0,5,5,6,5,3,4,3,4,3,4,3,5,5,5,3,5,3,3,5,3,4,5,3,5,5,6,5,6,6,5,6,3,3,3,5,5,5,5,5,3,4,5,5,6,3,4,3,5,6,4,3,3,3,4,4,3,3,3,4,5,6,5,3,4,3,3,4,4,3,4,6,4,4,4,6,6,6,6,6,6,4,4,4,4,6,6,4,4,6,4,6,6,6,4,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",[[][()()()([[[([(([()[([[][]][]((([[[[[()[[]()([])((())((()[][()(())()])))]]]]]]))))]]))])]]])]],98,512
1191,"0,3,5,5,3,5,6,4,6,5,5,5,5,6,6,3,5,3,4,6,4,6,5,5,5,5,3,5,3,3,3,4,4,4,6,3,3,4,4,4,3,4,6,3,4,6,6,6,5,6,3,3,5,3,5,6,5,3,5,5,6,3,4,3,4,6,5,3,5,6,3,3,5,3,4,6,3,4,4,4,4,6,4,3,3,3,3,5,6,4,3,3,5,6,5,3,4,6,4,3,4,3,3,4,4,3,4,3,5,6,4,3,3,5,3,4,3,3,4,3,3,4,5,6,3,3,4,3,3,4,4,5,6,4,4,3,5,3,3,3,4,4,4,5,3,4,6,6,3,3,3,3,4,3,4,3,3,4,3,3,3,5,3,3,4,5,3,3,5,5,3,5,5,6,6,3,4,4,5,3,3,5,3,4,3,4,6,3,4,3,3,4,3,4,3,5,5,3,4,3,3,3,5,3,5,6,3,5,5,5,3,3,4,5,3,3,4,3,5,6,5,5,5,5,3,4,6,3,5,5,5,3,4,6,5,6,6,3,3,3,5,5,6,5,5,5,5,3,3,3,4,5,3,5,6,4,6,4,4,6,6,6,6,6,4,4,4,6,4,6,6,6,4,4,6,4,6,6,6,4,4,6,4,4,4,6,6,4,4,4,4,6,6,6,4,4,6,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,6,4,6,4,4,6,6,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",([[([])][[[[]]([()])][[[[([((()))](()))()]()]]][](([([][([[]()()][([](([()]())))])(((([])(([][()])()(())()([])(([()(()(()[](()(())[]))([((()))[()]](((()()(()((([(()[(([[([[]]())[(([()()]()(()()([[()((([([]([[[(()[(()([][[[[()]([[[()][]]((([[][[[[((()[([])]))]]]]])))])]]]))])]]]))])))]]))))]]]))])])))))))))]))))))])]))]]),324,512
1192,"0,3,5,6,5,5,6,3,4,5,3,5,3,5,6,4,6,3,3,4,4,4,5,6,6,3,3,4,4,5,5,6,3,4,5,5,3,5,6,5,6,4,5,3,5,3,5,6,3,3,4,4,5,5,3,5,5,3,5,3,3,5,3,4,6,5,5,5,6,3,4,6,5,6,5,3,4,5,5,3,4,6,5,5,6,6,3,5,6,4,3,3,3,5,3,5,3,3,3,5,5,3,3,4,5,5,5,6,6,5,6,5,5,3,4,5,5,6,6,6,3,4,5,3,4,3,3,3,4,5,5,6,5,3,4,5,6,6,6,4,4,6,6,6,4,6,6,4,4,4,6,4,6,4,4,4,6,6,6,4,4,6,4,6,6,4,6,6,4,6,4,6,6,6,6,6,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",([][[]()[([([])](()))[]](())[[]()[[([][])[([([](())[[([[([(([()][[[]()][][()[[()][[]]([])((([([((([[(()[[[]][][[()[[]]]()[()((()[[][()[]]]))]]])]])))])])))]]]))])]])]])])]]]]]),178,512
1193,"0,5,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",[],4,512
1194,"0,5,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",[],4,512
1195,"0,5,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",[],4,512
1196,"0,3,3,3,3,3,3,3,5,3,3,4,3,5,5,6,5,6,5,6,3,5,5,3,4,5,6,3,3,3,5,3,3,5,6,5,6,5,6,3,5,6,4,4,5,3,5,6,3,4,5,6,3,4,5,3,4,6,5,5,6,6,4,5,5,5,6,5,5,5,5,3,3,5,3,3,5,3,4,3,4,5,3,3,3,5,5,3,3,4,5,3,4,5,3,4,5,3,4,3,5,3,5,5,6,6,3,3,4,5,6,5,5,6,5,5,3,5,5,6,5,5,3,5,6,3,4,4,5,6,6,6,6,4,6,6,6,4,4,6,4,6,6,6,4,6,6,4,4,4,6,6,4,4,6,4,4,6,6,6,6,6,6,6,4,6,4,4,4,6,6,4,6,4,4,6,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",((((((([(()([[][][]([[()[]((([(([][][]([]))[([]()[]()[()][[]])[[[][[[[(([(([()()[((([[(()[()[()[()([([[]](()[][[][[([[][[([]())[]]]])]]]))])]]])]])))]]))]))]]]]]]])])))]])]))]))))))),184,512
1197,"0,3,5,6,5,3,3,4,5,5,5,5,6,6,5,6,3,5,6,5,6,3,4,4,6,6,4,6,5,6,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",([][(()[[[[]][]([][]())]])][]),32,512
1198,"0,3,5,5,5,5,3,4,3,4,5,3,4,5,6,3,5,3,5,6,4,6,5,6,3,3,3,3,5,6,3,4,5,5,5,6,3,4,6,5,3,5,6,4,6,5,5,5,5,5,3,4,6,5,3,4,5,6,6,5,5,6,5,6,6,3,5,5,3,5,6,3,4,3,5,5,5,6,6,3,4,5,6,5,3,5,5,5,6,6,6,5,6,4,3,5,5,6,5,3,3,4,3,3,5,5,5,3,3,3,5,3,3,5,3,3,5,5,5,5,5,6,6,5,5,5,3,4,5,3,5,6,5,6,5,3,3,3,4,5,6,3,3,3,4,3,4,4,4,4,4,6,4,6,6,6,6,6,6,6,4,4,6,4,4,6,4,4,4,6,6,6,4,4,4,6,6,4,6,6,4,4,6,6,4,6,6,6,6,6,4,4,4,4,4,6,6,6,6,6,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",([[[[()()[()[]([([])][](((([]()[[[]()][([])][[[[[()][()[]][[][]]([[([]()([[[]]()[][([[[]]][])([[][(()(([[[((([(([(([[[[[]][[[()[([][][((()[]((()()))))])]]]]]]]))]))])))]]])))]])]]))]])]]]]])))))]]]]]),202,512
